0; 9.49166667
10; 24.78833333
20; 30.34500000
30; 38.87000000
40; 50.10166667
50; 54.93500000
60; 58.91166667
70; 62.82333333
80; 66.68166667
90; 69.94500000
100; 72.50833333
110; 74.67666667
120; 76.64166667
130; 78.49166667
140; 80.06833333
150; 81.41500000
160; 82.63000000
170; 83.46000000
180; 84.18666667
190; 84.80500000
200; 85.33166667
210; 85.76500000
220; 86.14000000
230; 86.54666667
240; 86.88166667
250; 87.14833333
260; 87.45500000
270; 87.72166667
280; 87.92666667
290; 88.15833333
300; 88.34666667
310; 88.53833333
320; 88.74666667
330; 88.93500000
340; 89.10500000
350; 89.28166667
360; 89.44333333
370; 89.56666667
380; 89.73000000
390; 89.85500000
400; 89.95000000
410; 90.05500000
420; 90.16333333
430; 90.27833333
440; 90.38666667
450; 90.49500000
460; 90.58000000
470; 90.66000000
480; 90.75333333
490; 90.85166667
500; 90.93833333
510; 91.01833333
520; 91.08833333
530; 91.17166667
540; 91.22666667
550; 91.29500000
560; 91.36333333
570; 91.43666667
580; 91.48500000
590; 91.55500000
