0; 9.73500000
10; 9.73333333
20; 6.86166667
30; 8.24166667
40; 9.58000000
50; 10.43833333
60; 11.12333333
70; 11.74666667
80; 12.19666667
90; 12.64166667
100; 13.01500000
110; 13.37500000
120; 13.76166667
130; 14.11000000
140; 14.52000000
150; 14.83833333
160; 15.20166667
170; 15.47833333
180; 15.74000000
190; 16.00000000
200; 16.22833333
210; 16.46833333
220; 16.68833333
230; 16.89500000
240; 17.11833333
250; 17.33333333
260; 17.57833333
270; 17.74833333
280; 17.94166667
290; 18.16500000
300; 18.34333333
310; 18.54000000
320; 18.74166667
330; 18.94666667
340; 19.13833333
350; 19.32166667
360; 19.50000000
370; 19.68666667
380; 19.87333333
